,adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
448,False,/oI5uHu7lrQ0mBBH1c8OHCAkCq4x.jpg,"[28, 14, 37]",324544,In the Lost Lands,en,In the Lost Lands,"A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where she and her guide, the drifter Boyce, must outwit and outfight both man and demon.",7.4925,/dDlfjR7gllmr8HTeN6rfrYhTdwX.jpg,2025-02-27,False,False,6.4,813
449,False,/xBwtP27cx8WfjHJVFkpuV6F1RES.jpg,"[10752, 18]",49046,All Quiet on the Western Front,de,Im Westen nichts Neues,"Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.",7.4864,/2IRjbi9cADuDMKmHdLK7LaqQDKA.jpg,2022-10-07,False,False,7.7,4656
450,False,/k2SY15W9QXH9qL8f4a4BbytV1BE.jpg,"[28, 27, 878]",614696,#Alive,ko,#살아있다,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",7.4676,/lZPvLUMYEPLTE2df1VW5FHTYC8N.jpg,2020-06-24,False,False,7.213,2043
451,False,/pO1SnM5a1fEsYrFaVZW78Wb0zRJ.jpg,"[16, 12, 10751, 35, 10770]",677638,We Bare Bears: The Movie,en,We Bare Bears: The Movie,"When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to Canada, where they can live in peace.",7.4543,/khtIr0Gxtz52T10RRQZ42o1a5Ry.jpg,2020-06-30,False,False,7.828,853
452,False,/xcUf6yIheo78btFqihlRLftdR3M.jpg,"[10751, 35, 14, 12]",448119,Dolittle,en,Dolittle,"After losing his wife seven years earlier, the eccentric Dr. John Dolittle, famed doctor and veterinarian of Queen Victoria’s England, hermits himself away behind the high walls of Dolittle Manor with only his menagerie of exotic animals for company. But when the young queen falls gravely ill, a reluctant Dolittle is forced to set sail on an epic adventure to a mythical island in search of a cure, regaining his wit and courage as he crosses old adversaries and discovers wondrous creatures.",7.437,/3Nt3v1uzUgfSuVARD1AnI9g9Zl9.jpg,2020-01-02,False,False,6.581,3876
453,False,/u2eA9pqi1q3DvevT7RuDuJHxxBT.jpg,"[18, 53]",974950,Emilia Pérez,fr,Emilia Pérez,"Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",7.4208,/7seqaCaaXDNUHOx4DqwpoOH8pPa.jpg,2024-08-21,False,False,6.446,1951
454,False,/fH7kYS9qEOkhFQZc0Dcoa9MFjje.jpg,"[10749, 18]",820525,After Everything,en,After Everything,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",7.3771,/uQxjZGU6rxSPSMeAJPJQlmfV3ys.jpg,2023-09-13,False,False,6.877,997
455,False,/aT3sRVqgpkyCo23fp9myVfKPWbA.jpg,"[18, 36]",964980,Air,en,Air,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,7.3735,/76AKQPdH3M8cvsFR9K8JsOzVlY5.jpg,2023-04-05,False,False,7.279,2330
456,False,/tUbwMOYP4cuGL1sQ0edz5943rBY.jpg,"[16, 28, 12, 878]",1159311,My Hero Academia: You're Next,ja,僕のヒーローアカデミア THE MOVIE ユアネクスト,"In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",7.3727,/tTrI6PwqzxkgO3dvQ7BEKXM7SYR.jpg,2024-08-02,False,False,7.233,215
457,False,/33pMXav77ICRnceEBLhL8lXTywv.jpg,"[36, 10752, 10749]",753342,Napoleon,en,Napoleon,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",7.3621,/ytFOXyghxLzAM4KZyazDdEkM66q.jpg,2023-11-22,False,False,6.309,3089
458,False,/endVnEgUGjibpLaF0yjUX2CWhh4.jpg,"[16, 28, 14]",1007401,Mortal Kombat Legends: Snow Blind,en,Mortal Kombat Legends: Snow Blind,"The vicious, power-mad Kano is determined to take over Earthrealm, one soul at a time. Assisted by a trio of cold Black Dragon mercenaries, he embarks on a brutal assault from town to defenseless town. The choice is simple: kneel or be annihilated. Kenshi, a rebel warrior, calls on Kuai Liang, the only one powerful enough to challenge the malevolent Kano. But Kuai Liang has given up the ways of the warrior, and Kenshi is too undisciplined to defeat Kano himself. If Kuai Liang cannot break through the glacier of doubt that holds him back, Earthrealm will fall.",7.3466,/8wyOdQRVrpoUb2wMdGHykaD17GM.jpg,2022-10-09,False,False,7.8,235
459,False,/ncI1PlBcANixIkgQSnjsSRz4OyT.jpg,"[28, 53, 9648]",1439112,Muzzle: City of Wolves,en,Muzzle: City of Wolves,"LAPD officer Jake Rosser endeavors to lead a peaceful life with his family and retired K-9 officer, Socks. However, tranquility dissolves into chaos when a gang targets them in a brutal attack. Alongside his new K-9 partner Argos, Jake launches into a relentless pursuit of justice, determined to protect his loved ones.",7.3295,/8qTMRmC07XCGidnKQFLbRM3FoDU.jpg,2025-11-13,False,False,6.7,135
460,False,/ytTQoYkdpsgtfDWrNFCei8Mfbxu.jpg,"[16, 10751, 12, 14, 35]",529203,The Croods: A New Age,en,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",7.3095,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,2020-11-25,False,False,7.4,4135
461,False,/46FRuCeAn6TrS4F1P4F9zhyCpyo.jpg,[18],785084,The Whale,en,The Whale,A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,7.2985,/jQ0gylJMxWSL490sy0RrPj1Lj7e.jpg,2022-12-09,False,False,7.771,4683
462,False,/lDVl2jf6VB8ODl1olZ6FLvOV1gX.jpg,"[53, 9648, 80]",915935,Anatomy of a Fall,fr,Anatomie d'une chute,"A woman is suspected of her husband's murder, and their blind son faces a moral dilemma as the sole witness.",7.2853,/1ho0d4LNZw3Y0voeKmSvPSgJOJ2.jpg,2023-08-23,False,False,7.517,3304
463,False,/xXBnM6uSTk6qqCf0SRZKXcga9Ba.jpg,"[10752, 28, 18]",516486,Greyhound,en,Greyhound,"A first-time captain leads a convoy of allied ships carrying thousands of soldiers across the treacherous waters of the ""Black Pit"" to the front lines of WWII. With no air cover protection for 5 days, the captain and his convoy must battle the surrounding enemy Nazi U-boats in order to give the allies a chance to win the war.",7.2853,/kjMbDciooTbJPofVXgAoFjfX8Of.jpg,2020-07-09,False,False,7.4,3311
464,False,/A1bWhTFQKkhF1yhSKWosSyzn2Hp.jpg,"[53, 9648, 10749]",705996,Decision to Leave,ko,헤어질 결심,"From a mountain peak in South Korea, a man plummets to his death. Did he jump, or was he pushed? When detective Hae-joon arrives on the scene, he begins to suspect the dead man’s wife Seo-rae. But as he digs deeper into the investigation, he finds himself trapped in a web of deception and desire.",7.2817,/zI8KZ4EdLUymWKX1YEkpZ0gtPUa.jpg,2022-06-29,False,False,7.3,1508
465,False,/p0IejE15lzXBGhRTpKoHPsSrHf7.jpg,"[16, 28, 14]",1034062,Mortal Kombat Legends: Cage Match,en,Mortal Kombat Legends: Cage Match,"In 1980s Hollywood, action star Johnny Cage is looking to become an A-list actor. But when his costar, Jennifer, goes missing from set, Johnny finds himself thrust into a world filled with shadows, danger, and deceit. As he embarks on a bloody journey, Johnny quickly discovers the City of Angels has more than a few devils in its midst. He faces off against a sinister secret society plotting a nefarious scheme, but the brutal fight against the bloodthirsty warriors of the Netherrealm is just beginning.",7.2528,/1eKWqTHp4OgKdx1QX1O9LxKHr1M.jpg,2023-10-17,False,False,6.814,153
466,False,/accTIUygtg24TM7wT7uQMMdvYUW.jpg,[35],673593,Mean Girls,en,Mean Girls,"New student Cady Heron is welcomed into the top of the social food chain by the elite group of popular girls called ‘The Plastics,’ ruled by the conniving queen bee Regina George and her minions Gretchen and Karen. However, when Cady makes the major misstep of falling for Regina’s ex-boyfriend Aaron Samuels, she finds herself prey in Regina’s crosshairs. As Cady sets to take down the group’s apex predator with the help of her outcast friends Janis and Damian, she must learn how to stay true to herself while navigating the most cutthroat jungle of all: high school.",7.2523,/fbbj3viSUDEGT1fFFMNpHP1iUjw.jpg,2024-01-10,False,False,5.879,721
467,False,/fd9K7ZDfzRAcbLh8JlG4HIKbtuR.jpg,"[28, 14]",846422,The Old Guard 2,en,The Old Guard 2,Andy and her team of immortal warriors fight with renewed purpose as they face a powerful new foe threatening their mission to protect humanity.,7.2452,/wqfu3bPLJaEWJVk3QOm0rKhxf1A.jpg,2025-07-01,False,False,5.909,963
468,False,/hmZnqijPaaACjenDkrbWcCmcADI.jpg,[18],549509,The Brutalist,en,The Brutalist,"When an innovative modern architect flees post-war Europe, he is given the opportunity to rebuild his legacy. Set during the dawn of the modern United States (in Pennsylvania), his wife joins him, and their lives are forever changed by a demanding, wealthy patron.",7.2323,/vP7Yd6couiAaw9jgMd5cjMRj3hQ.jpg,2024-12-20,False,False,6.955,1652
469,False,/dJwclPgKPnV7hX3OSlvSBiCmuvB.jpg,"[16, 28, 18]",1104844,BLUE LOCK THE MOVIE -EPISODE NAGI-,ja,劇場版ブルーロック -EPISODE 凪-,"When apathetic gamer Nagi agrees to join his rich classmate Mikage in soccer, their partnership leads to the famous Blue Lock program — and to changes.",7.2162,/yZYZqT1f6rddhiSdjl8NVVCoZKE.jpg,2024-04-19,False,False,7.449,234
470,False,/oBcvmHD7lbaX8RZ7NXvO05fIJef.jpg,"[10749, 18, 35]",1355666,Love Untangled,ko,고백의 역사,A lovestruck teen plans to win the school heartthrob by going from curly to straight hair — until a new transfer student changes everything.,7.1929,/e7jStO2xfBUAUK37LbINHd1qtgy.jpg,2025-08-28,False,False,8.282,202
471,False,/au3o84ub27qTZiMiEc9UYzN74V3.jpg,"[28, 878, 53]",1035048,Elevation,en,Elevation,"Post-apocalyptic survivors find refuge in the Rocky Mountains to hide from giant, insect-like creatures that can't live above 8,000 feet. However, when one of them needs life-saving supplies, they risk it all to venture into the danger zone.",7.1883,/tnfc0NJ3BzhJrGJhkkEd6MHBdq5.jpg,2024-11-07,False,False,6.413,973
472,False,/uozb2VeD87YmhoUP1RrGWfzuCrr.jpg,"[28, 80]",495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),en,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",7.1791,/h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,2020-02-05,False,False,6.878,10812
473,False,/1XmbgjIpqpdnSBaEzN0YaaaZObd.jpg,[35],1008953,Incoming,en,Incoming,Their first week of high school. The biggest party of the year. Mistakes will be made as four teenage boys navigate a night of mayhem and debauchery.,7.1496,/k2ySukuAiAarLns0yttKS3jg85Y.jpg,2024-08-22,False,False,6.249,364
474,False,/gcgKSyE2iqwfKWMDZ8TJPxeIu0P.jpg,"[16, 35, 10749]",820067,The Quintessential Quintuplets Movie,ja,映画 五等分の花嫁,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",7.1455,/sg7klpt1xwK1IJirBI9EHaqQwJ5.jpg,2022-05-20,False,False,8.3,442
475,False,/i4o2aPGlnsxfPmDPF5lmlgjScyv.jpg,"[16, 35, 10751, 14]",927254,The Twits,en,The Twits,"When the meanest, nastiest villains pull a trick to take over their town, two brave children team up with a family of magical animals to bring them down.",7.1417,/zNP1nMRFqa9qAkpCkLeHa1V7kDR.jpg,2025-10-17,False,False,6.0,104
476,False,/rOunAU2rF7C0eU58X9VKHY79EIq.jpg,"[10749, 18]",778106,Along for the Ride,en,Along for the Ride,"The summer before college, Auden meets the mysterious Eli, a fellow insomniac. While the seaside town of Colby sleeps, the two embark on nightly quests to help Auden experience the fun, carefree teen life she never knew she wanted.",7.1334,/d5spmLeGR9kxBRQ6qxCFad1ljvT.jpg,2022-05-06,False,False,6.677,387
477,False,/2okfik8YwzSfdETpT5cUClSiGFO.jpg,"[16, 18]",1244492,Look Back,ja,ルックバック,"Popular, outgoing Fujino is celebrated by her classmates for her funny comics in the class newspaper. One day, her teacher asks her to share the space with Kyomoto, a truant recluse whose beautiful artwork sparks a competitive fervor in Fujino. What starts as jealousy transforms when Fujino realizes their shared passion for drawing.",7.1215,/4f2EcNkp1Mvp9wE5w7HKxcmACWg.jpg,2024-06-28,False,False,8.061,545
478,False,/cTuFz80FozP54Aob9TYl4mF1wKk.jpg,"[12, 16, 35, 10751, 14]",1117857,In Your Dreams,en,In Your Dreams,Stevie and her little brother Elliot journey into the wildly absurd landscape of their own dreams to ask the Sandman to grant them the perfect family.,7.099,/ug0TqgmByPCEYzR9lQWQmyAa7sw.jpg,2025-11-07,False,False,6.954,219
479,False,/a6RkQIOZ6wThQOEDv6lHsfH53hD.jpg,"[28, 80, 53]",1186350,Marco,ml,മാർക്കോ,"The adoptive son of the Adattu family, Marco, sets off on a ruthless quest for vengeance after his brother is brutally murdered, finding only betrayal, loss and unimaginable brutality at every step.",7.0851,/il3ao5gcF6fZNqo1o9o7lusmEyU.jpg,2024-12-20,False,False,6.5,116
480,False,/zIYROrkHJPYB3VTiW1L9QVgaQO.jpg,"[28, 35]",897087,Freelance,en,Freelance,"An ex-special forces operative takes a job to provide security for a journalist as she interviews a dictator, but a military coup breaks out in the middle of the interview, they are forced to escape into the jungle where they must survive.",7.0847,/7Bd4EUOqQDKZXA6Od5gkfzRNb0.jpg,2023-10-05,False,False,6.404,1162
481,False,/3H9NA1KWEQN0ItL3Wl3SFZYP6yV.jpg,"[28, 878, 12]",565770,Blue Beetle,en,Blue Beetle,"Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",7.0831,/mXLOHHc1Zeuwsl4xYKjKh2280oL.jpg,2023-08-16,False,False,6.635,3106
482,False,/wu1uilmhM4TdluKi2ytfz8gidHf.jpg,"[12, 16, 35, 10751, 14]",400160,The SpongeBob Movie: Sponge on the Run,en,The SpongeBob Movie: Sponge on the Run,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",7.0673,/jlJ8nDhMhCYJuzOw3f52CP1W8MW.jpg,2020-08-14,False,False,7.403,2981
483,False,/cY9X3gHcu4zK9vAy3s77xyorm0d.jpg,"[10749, 18]",761053,Gabriel's Inferno: Part III,en,Gabriel's Inferno: Part III,The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,7.0667,/fYtHxTxlhzD4QWfEbrC1rypysSD.jpg,2020-11-19,False,False,8.3,1088
484,False,/mO9oOVXM8tTlC11VFM4FBBNnL3f.jpg,"[28, 80, 53, 35]",1017163,The Roundup: Punishment,ko,범죄도시 4,'Monster Cop' Ma Seok-do investigates an illegal online gambling business led by a former STS Baek and an IT genius CEO Chang. Ma proposes an unexpected alliance to Jang and begins hunting down the criminals.,7.0627,/kfdVbOzwsKy65eaizDnBfxAJ95p.jpg,2024-04-24,False,False,7.2,244
485,False,/9Ttizfo7RkG7rbZZ71vIEkHIQde.jpg,"[12, 14]",576784,Upon the Magic Roads,ru,Конёк-Горбунок,"Romantic John the Fool and his friend Foal set out on a series of unpredictable adventures in different magical worlds. The two buddies will have to outsmart an evil tyrant king, catch the firebird, and find John’s true love.",7.0594,/kY4tmwZaBZitnDRcWFp3Wy197Um.jpg,2021-02-18,False,False,6.8,313
486,False,/u060S4drIWntmLeMDGe7mD0V6Jh.jpg,"[28, 80, 53, 18]",1160018,Kill,hi,KILL,"When an army commando finds out his true love is engaged against her will, he boards a New Dehli-bound train in a daring quest to derail the arranged marriage. But when a gang of knife-wielding thieves begin to terrorize innocent passengers on his train, the commando takes them on, one by one.",7.0544,/m2zXTuNPkywdYLyWlVyJZW2QOJH.jpg,2024-07-03,False,False,7.105,493
487,False,/5cRw2QHQz5bp7W2KLdSpZoFoTTw.jpg,"[18, 9648, 53]",726209,Leave the World Behind,en,Leave the World Behind,A family's getaway to a luxurious rental home takes an ominous turn when a cyberattack knocks out their devices—and two strangers appear at their door.,7.0398,/29rhl1xopxA7JlGVVsf1UHfYPvN.jpg,2023-11-22,False,False,6.375,3242
