,adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
213,False,/T6MfrCWpEyDOpbNqILFT6MHxb3.jpg,"[9648, 80, 53]",1108211,Lost in the Stars,zh,消失的她,"He Fei's wife, Li Muzi, disappears during their anniversary trip. When she reappears, he insists that she is not his wife. As Chen Mai, a top lawyer gets involved in this bizarre case, more mysteries start to emerge.",12.9388,/88zdJKhD42Mpnd3if4RXYyILT9P.jpg,2023-06-22,False,False,6.569,101
214,False,/kzeBfhXMRWiykBsqoL3UbfaM0S.jpg,"[28, 35, 80]",1035259,The Naked Gun,en,The Naked Gun,"Only one man has the particular set of skills... to lead Police Squad and save the world: Lt. Frank Drebin Jr. Following in his father's footsteps, he must solve a murder case to prevent Police Squad from closure.",12.9342,/rwla9vqzrKVVKVKiOuROTIXGsxj.jpg,2025-07-30,False,False,6.371,1731
215,False,/sNhzcUw5cg4JwICjnHZ5XhTKNrU.jpg,"[53, 28, 878]",766507,Prey,en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",12.9294,/2FKjLRt7oK1bRRIrxgWmthbBdFh.jpg,2022-08-02,False,False,7.658,7721
216,False,/xyWKrni8WrYzqn7ztvI5nIY0h62.jpg,"[35, 10749]",1181678,¿Quieres ser mi hijo?,en,¿Quieres ser mi hijo?,"Lu, a conformist woman in her forties, learns that her 15-year partner has been having extramarital affairs. Starting from scratch, she gets involved in an unexpected relationship with a young womanizer.",12.9091,/6PQJsmuvSMZQMmlJfTpjIkrizUh.jpg,2023-09-21,False,False,8.489,353
217,False,/gQimJqYMKCkwHIo8wwYKhmnCfBr.jpg,"[28, 80, 53]",1242501,Icefall,en,Icefall,"A young Indigenous game warden arrests an infamous poacher only to discover that the poacher knows the location of a plane carrying millions of dollars that has crashed in a frozen lake. When a group of criminals and dirty cops are alerted to the poacher’s whereabouts, the warden and the poacher team up to fight back and escape across the treacherous lake before the ice melts.",12.8952,/5Byv6nznAb2Izd0gHpODOXnuSbo.jpg,2025-10-16,False,False,6.281,178
218,False,/y2Ca1neKke2mGPMaHzlCNDVZqsK.jpg,"[28, 35, 53]",718930,Bullet Train,en,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",12.8753,/j8szC8OgrejDQjjMKSVXyaAjw3V.jpg,2022-08-03,False,False,7.413,7530
219,False,/tC78Pck2YCsUAtEdZwuHYUFYtOj.jpg,"[28, 53, 80]",926393,The Equalizer 3,en,The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",12.8515,/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,2023-08-30,False,False,7.289,3719
220,False,/lcITbesmy0IBO6TXTAgQHJE6Asx.jpg,"[18, 9648, 53]",619979,Deep Water,en,Deep Water,A well-to-do husband who allows his wife to have affairs in order to avoid a divorce becomes a prime suspect in the disappearance of her lovers.,12.8383,/6yRMyWwjuhKg6IU66uiZIGhaSc8.jpg,2022-03-17,False,False,5.823,1641
221,False,/ztiFxuG0gC6wQ8y7JZFYbCQyN4Y.jpg,"[16, 35, 10751, 10402]",438695,Sing 2,en,Sing 2,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",12.8203,/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,2021-12-01,False,False,7.834,4774
222,False,/cMfokHWle5lfCreoV08cbmkKv6G.jpg,"[16, 878, 12, 10751]",698687,Transformers One,en,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",12.82,/iRCgqpdVE4wyLQvGYU3ZP7pAtUc.jpg,2024-09-11,False,False,7.97,1627
223,False,/H5HjE7Xb9N09rbWn1zBfxgI8uz.jpg,"[28, 35, 10749]",746036,The Fall Guy,en,The Fall Guy,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",12.8126,/e7olqFmzcIX5c23kX4zSmLPJi8c.jpg,2024-04-24,False,False,6.963,3760
224,False,/628Dep6AxEtDxjZoGP78TsOxYbK.jpg,"[28, 12, 53]",575264,Mission: Impossible - Dead Reckoning Part One,en,Mission: Impossible - Dead Reckoning Part One,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",12.787,/NNxYkU70HPurnNCSiCjYAmacwm.jpg,2023-07-08,False,False,7.502,5122
225,False,/tOqIwliWMovSIZ9DyvHcHI7p2im.jpg,"[28, 12, 18]",558449,Gladiator II,en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",12.7864,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,2024-11-13,False,False,6.613,4436
226,False,/bQXAqRx2Fgc46uCVWgoPz5L5Dtr.jpg,"[28, 12, 878]",436270,Black Adam,en,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",12.7689,/rCtreCr4xiYEWDQTebybolIh6Xe.jpg,2022-10-19,False,False,6.806,7013
227,False,/i0Y0wP8H6SRgjr6QmuwbtQbS24D.jpg,"[28, 12, 18]",579974,RRR,te,రౌద్రం రణం రుధిరం,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,12.7669,/u0XUBNQWlOvrh0Gd97ARGpIkL0.jpg,2022-03-24,False,False,7.716,1599
228,False,/a65WMR49PnWmSaCzaCyMNNHKQfn.jpg,"[18, 9648, 10749]",1173558,Burning Betrayal,pt,O Lado Bom de Ser Traída,"Babi discovers a betrayal by her long-term partner and decides to embark on a new adventure in life. On this journey, she meets judge Marco and they begin to live a story permeated by a lot of sexual tension.",12.7004,/3MxgXI3VO7QCNnP0mPBjxLIemNM.jpg,2023-10-25,False,False,6.2,243
229,False,/k6tdiMTO39RQj3dhfspuzprfoe0.jpg,"[80, 28, 53, 18]",941109,Play Dirty,en,Play Dirty,"Expert thief Parker gets a shot at a major heist, but to pull it off he and his team must outsmart a South American dictator, the New York mob, and the world's richest man.",12.6936,/ovZ0zq0NwRghtWI1oLaM0lWuoEw.jpg,2025-09-30,False,False,6.6,622
230,False,/u3MWQCdHyCK7IADtat4sVmBXd9U.jpg,"[99, 10402]",1022256,Selena Gomez: My Mind & Me,en,Selena Gomez: My Mind & Me,"After years in the limelight, Selena Gomez achieves unimaginable stardom. But just as she reaches a new peak, an unexpected turn pulls her into darkness. This uniquely raw and intimate documentary spans her six-year journey into a new light.",12.6237,/oMpsswJv8x4vnOnIKqs4xJs2Kn3.jpg,2022-11-04,False,False,8.496,594
231,False,/4vSBj7BYsyuKCx96EJzGyp20WfY.jpg,"[35, 27]",593643,The Menu,en,The Menu,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",12.6113,/fPtUgMcLIboqlTlPrq0bQpKK8eq.jpg,2022-11-17,False,False,7.178,6226
232,False,/stmYfCUGd8Iy6kAMBr6AmWqx8Bq.jpg,"[28, 878, 35, 10751]",454626,Sonic the Hedgehog,en,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",12.606,/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,2020-02-12,False,False,7.284,10392
233,False,/P82NAcEsLIYgQtrtn36tYsj41m.jpg,"[10751, 35, 12, 16]",748783,The Garfield Movie,en,The Garfield Movie,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",12.5974,/xYduFGuch9OwbCOEUiamml18ZoB.jpg,2024-04-30,False,False,6.987,1441
234,False,/yBDvgpyynDsbMyK21FoQu1c2wYR.jpg,"[9648, 80, 53]",870028,The Accountant²,en,The Accountant²,"When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.",12.5216,/lUvfTcOZiK0sdcX0WNLPbMyKjGm.jpg,2025-04-23,False,False,7.1,1765
235,False,/aD7FXrm2GErTmzrIFBntPyhAqS9.jpg,"[53, 28]",1087891,The Amateur,en,The Amateur,"After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.",12.3176,/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg,2025-04-09,False,False,6.943,1608
236,False,/46Os8U0DEPmI0OnvKDxucl6SLVZ.jpg,[27],1008042,Talk to Me,en,Talk to Me,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",12.3139,/kdPMUMJzyYAc4roD52qavX0nLIC.jpg,2023-07-26,False,False,7.1,3746
237,False,/61MrK5U4w4MVL1vfwoG12zYPJ8B.jpg,"[28, 53]",615457,Nobody,en,Nobody,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",12.2838,/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,2021-03-18,False,False,7.877,8346
238,False,/s6aB9kjxNg0mu2361IkCUSpyHJV.jpg,"[35, 80, 53]",639988,No Other Choice,ko,어쩔수가없다,"After being laid off and humiliated by a ruthless job market, a veteran paper mill manager descends into violence in a desperate bid to reclaim his dignity.",12.273,/sBpxTGLzKnvPSVtL5yQYpSxvKEb.jpg,2025-09-24,False,False,7.505,1068
239,False,/tN3pTxkQoP96wtaEahYuRVdUWb2.jpg,"[878, 53, 35]",701387,Bugonia,en,Bugonia,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",12.2087,/oxgsAQDAAxA92mFGYCZllgWkH9J.jpg,2025-10-23,False,False,7.327,1933
240,False,/rwgmDkIEv8VjAsWx25ottJrFvpO.jpg,"[10749, 18]",744276,After Ever Happy,en,After Ever Happy,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",12.1758,/moogpu8rNkEjTgFyLXwhPghft5w.jpg,2022-08-24,False,False,6.772,1369
241,False,/avwIERZtWiWa34qShf5biDzAVaF.jpg,"[35, 18]",1049471,Outcome,en,Outcome,"Reef Hawk, Hollywood's poster child since age six, is not okay. When he learns about an extortion plot tied to a mysterious video, Reef preemptively sets out on a redemption tour to make amends, confront his demons, and avoid getting canceled.",12.0207,/kSzcpfbTy2pXHGvrVU2WhQTo6oU.jpg,2026-04-06,False,False,5.339,202
242,False,/AfvIjhDu9p64jKcmohS4hsPG95Q.jpg,"[27, 53]",756999,The Black Phone,en,The Black Phone,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",11.9111,/p9ZUzCyy9wRTDuuQexkQ78R2BgF.jpg,2022-06-16,False,False,7.521,5840
243,False,/2YOnE2qmoyyOUqQsFit12gDSauk.jpg,"[80, 35, 18]",1242419,Roofman,en,Roofman,"A former Army Ranger and struggling father turns to robbing McDonald’s restaurants by cutting holes in their roofs, earning him the nickname ""Roofman."" After escaping prison, he secretly lives inside a Toys “R” Us for six months, surviving undetected while planning his next move. But when he falls for a divorced mom drawn to his undeniable charm, his double life begins to unravel, setting off a compelling and suspenseful game of cat and mouse as his past closes in.",11.9053,/wXDFtcnYtevleGzCmAD2ReQnJ4l.jpg,2025-10-06,False,False,7.1,799
244,False,/xPpXYnCWfjkt3zzE0dpCNME1pXF.jpg,"[16, 28, 14]",635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,ja,劇場版「鬼滅の刃」無限列車編,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",11.8356,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,2020-10-16,False,False,8.209,4513
245,False,/gsQJOfeW45KLiQeEIsom94QPQwb.jpg,"[28, 53]",1125899,Cleaner,en,Cleaner,"When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her older brother.",11.8034,/mwzDApMZAGeYCEVjhegKvCzDX0W.jpg,2025-02-19,False,False,6.4,523
246,False,/7nAVXGHHtaNcdsqvDXmY6R9N0fG.jpg,"[28, 35]",1363123,The Family Plan 2,en,The Family Plan 2,"Now that Dan's assassin days are behind him, all he wants for Christmas is quality time with his kids. But when he learns his daughter has her own plans, he books a family trip to London—putting them all in the crosshairs of an unexpected enemy.",11.784,/semFxuYx6HcrkZzslgAkBqfJvZk.jpg,2025-11-11,False,False,6.551,577
247,False,/zN41DPmPhwmgJjHwezALdrdvD0h.jpg,"[28, 878, 27]",615656,Meg 2: The Trench,en,Meg 2: The Trench,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,11.7659,/4m1Au3YkjqsxF8iwQy0fPYSxE0h.jpg,2023-08-02,False,False,6.377,3972
248,False,/fwrqW8Lp5VQuppFrODd4iJ8LySE.jpg,"[28, 12, 9648]",335787,Uncharted,en,Uncharted,"A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",11.7531,/rJHC1RUORuUhtfNb4Npclx0xnOf.jpg,2022-02-10,False,False,6.888,6862
249,False,/zgQQF04u3OgNBJqClRNby1FPz9s.jpg,"[12, 16, 35, 10751, 878]",893723,PAW Patrol: The Mighty Movie,en,PAW Patrol: The Mighty Movie,"A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups.",11.658,/aTvePCU7exLepwg5hWySjwxojQK.jpg,2023-09-21,False,False,6.929,558
250,False,/bHfGHipZ32Oec94FDJO4mWs3aZ5.jpg,[27],1034541,Terrifier 3,en,Terrifier 3,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",11.5556,/ju10W5gl3PPK3b7TjEmVOZap51I.jpg,2024-10-09,False,False,6.785,1953
251,False,/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg,"[27, 9648]",646385,Scream,en,Scream,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",11.4532,/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg,2022-01-12,False,False,6.7,3873
252,False,/uYVxuLVZsxnJfXK03YgZSzqiWiQ.jpg,[35],1511057,Roommates,en,Roommates,"When shy college freshman Devon asks cool-girl Celeste to be her roommate, a blossoming friendship quickly spirals into a war of passive aggression.",11.423,/2rqcNmdsTgcXyf59IRduKN4nt8z.jpg,2026-04-13,False,False,6.639,119
253,False,/qBLEWvJNVsehJkEJqIigPsWyBse.jpg,"[16, 35, 10751, 12, 14]",585083,Hotel Transylvania: Transformania,en,Hotel Transylvania: Transformania,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",11.4151,/teCy1egGQa0y8ULJvlrDHQKnxBL.jpg,2022-01-31,False,False,7.036,3020
254,False,/kG8bBajeSTUxJGmS47WujcraZUk.jpg,"[27, 35, 18]",1284120,The Ugly Stepsister,no,Den stygge stesøsteren,"In a fairy-tale kingdom where beauty is a brutal business, Elvira battles to compete with her incredibly beautiful stepsister, Agnes, and she will go to any length to catch the Prince’s eye.",11.3734,/rayAREIKtSinuov10GvrZHyXfXH.jpg,2025-03-07,False,False,7.324,1169
255,False,/lAs4Y5a8Pi86xDwuv8cx2prOVI2.jpg,"[12, 10751, 14, 10749]",447277,The Little Mermaid,en,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",11.3349,/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg,2023-05-18,False,False,6.271,3317
256,False,/eTvN54pd83TrSEOz6wbsXEJktCV.jpg,"[10752, 28, 53]",882569,Guy Ritchie's The Covenant,en,Guy Ritchie's The Covenant,"After an ambush, Afghan interpreter Ahmed goes to Herculean lengths to save US Army Sergeant John Kinley's life. When Kinley learns that Ahmed and his family were not given safe passage to America as promised, he must return to the war zone and repay his debt.",11.2673,/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg,2023-04-19,False,False,7.7,3177
257,False,/94cS0mzODEoNIXFT7nhPcI8V4IJ.jpg,"[878, 28, 12]",842675,The Wandering Earth II,zh,流浪地球2,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",11.2029,/hEA7bpWw5IRKOW2MVjvx46SWevU.jpg,2023-01-22,False,False,7.3,717
258,False,/rOmUuQEZfPXglwFs5ELLLUDKodL.jpg,"[28, 35, 14]",845781,Red One,en,Red One,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",11.1951,/cdqLnri3NEGcmfnqwk2TSIYtddg.jpg,2024-10-31,False,False,6.988,3042
259,False,/i2GVEvltEu3BXn5crBSxgKuTaca.jpg,"[27, 53]",614479,Insidious: The Red Door,en,Insidious: The Red Door,"To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.",11.169,/d07phJqCx6z5wILDYqkyraorDPi.jpg,2023-07-05,False,False,6.5,1958
260,False,/wRxLAw4l17LqiFcPLkobriPTZAw.jpg,"[28, 53, 80]",697843,Extraction 2,en,Extraction 2,"Back from the brink of death, highly skilled commando Tyler Rake takes on another dangerous mission: saving the imprisoned family of a ruthless gangster.",11.1521,/7gKI9hpEMcZUQpNgKrkDzJpbnNS.jpg,2023-06-09,False,False,7.387,2908
261,False,/pgvn1tazqI9mZaRCNQUqNr3umvG.jpg,"[12, 878]",1233506,The Shrinking Man,fr,L'Homme qui rétrécit,"Paul, is an ordinary man who divides his life between his shipbuilding company, his wife Elise and their daughter Mia. During a sea trip, Paul finds himself confronted with a strange, unexplained meteorological phenomenon. From then on, Paul shrinks inexorably, without science being able to explain why or be of any help to him. When, by accident, he finds himself a prisoner in his own cellar, and while he is only a few centimeters tall, he will have to fight to survive in this banal environment that has become perilous. During this experience, Paul will find himself confronted with himself, with his humanity, and will try to answer the great questions of existence.",11.1082,/5scjQRQq4i0zpbfyvWJX8LFEWjt.jpg,2025-10-22,False,False,6.067,127
262,False,/wZS4xSfPtk1NPQnx9zsT5R2WhCu.jpg,"[35, 80, 878, 16, 10751]",438148,Minions: The Rise of Gru,en,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",11.0795,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,2022-06-29,False,False,7.266,4014
263,False,/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg,"[16, 35, 18, 10751, 14]",508943,Luca,en,Luca,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,11.0794,/9x4i9uKGXt8IiiIF5Ey0DIoY738.jpg,2021-06-17,False,False,7.782,8948
264,False,/39Niij05MXfibXBsHiUU0Ml0POX.jpg,"[27, 10749]",1242011,Together,en,Together,"Years into their relationship, Tim and Millie find themselves at a crossroads as they move to the country, abandoning all that is familiar in their lives except each other. With tensions already flaring, a nightmarish encounter with a mysterious, unnatural force threatens to corrupt their lives, their love, and their flesh.",11.0476,/80slKYVM5teFH3kz6ouWrZXveqj.jpg,2025-07-14,False,False,6.928,1143
265,False,/1McO40rFBnUSz0EB2EwYQlUv9LV.jpg,"[27, 53]",776797,The Sadness,zh,哭悲,"A young couple is pushed to the limits of sanity as they attempt to be reunited amid the chaos of a pandemic outbreak. The streets erupt into violence and depravity, as those infected are driven to enact the most cruel and ghastly things imaginable.",10.8529,/mi5lh2brPMzuWYddyUKuCtcnjt1.jpg,2021-01-22,False,False,6.82,1115
266,False,/44immBwzhDVyjn87b3x3l9mlhAD.jpg,"[27, 53, 80]",934433,Scream VI,en,Scream VI,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",10.8464,/wDWwtvkRRlgTiUr6TyLSMX8FCuZ.jpg,2023-03-08,False,False,6.949,3186
267,False,/c6H7Z4u73ir3cIoCteuhJh7UCAR.jpg,"[878, 28, 12]",524434,Eternals,en,Eternals,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",10.8423,/lFByFSLV5WDJEv3KabbdAF959F2.jpg,2021-11-03,False,False,6.774,9133
268,False,/7py8kUCYaOdFn1TfVS87BDBySOz.jpg,"[35, 12, 878]",550988,Free Guy,en,Free Guy,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",10.8381,/dxraF0qPr1OEgJk17ltQTO84kQF.jpg,2021-08-11,False,False,7.452,9818
269,False,/s7vWRjcfRVMW8tBIxhC3UhKxRoo.jpg,"[10749, 53]",1097549,Babygirl,en,Babygirl,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.,10.7894,/ilwO6elz3mLV9CToT7C8pjVeKX0.jpg,2024-12-25,False,False,5.711,1204
270,False,/cT9ZfwoPDk8JbgkessmQgxAWiaM.jpg,"[28, 878, 53]",1071585,M3GAN 2.0,en,M3GAN 2.0,"After the underlying tech for M3GAN is stolen and misused by a powerful defense contractor to create a military-grade weapon known as Amelia, M3GAN's creator Gemma realizes that the only option is to resurrect M3GAN and give her a few upgrades, making her faster, stronger, and more lethal.",10.7181,/oekamLQrwlJjRNmfaBE4llIvkir.jpg,2025-06-25,False,False,7.2,1327
271,False,/7jS69IM8bK7ooOWGFmM9G6JcenO.jpg,"[18, 10751]",770156,Lucy Shimmers and the Prince of Peace,en,Lucy Shimmers and the Prince of Peace,Second chances start when a hardened criminal crosses paths with a precocious little girl who is helped by an angel to change hearts during the holiday season.,10.6532,/yfnJ5qIYx7q33fY4jqv9Pu95RSg.jpg,2020-10-19,False,False,8.38,362
272,False,/co7oxvpWxgd6FZU24DnljDDHYQA.jpg,"[878, 27, 53]",1064028,Subservience,en,Subservience,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",10.5732,/gBenxR01Uy0Ev9RTIw6dVBPoyQU.jpg,2024-08-15,False,False,6.608,1006
273,False,/oIJjO1CvEdTMFNkWfHaV0RB584G.jpg,"[28, 80, 53]",628847,Trap House,en,Trap House,"An undercover DEA agent and his partner embark on a game of cat and mouse with an audacious, and surprising group of thieves – their own rebellious teenagers, who have begun robbing from a dangerous cartel, using their parents' tactics and top-secret intel to do it.",10.4048,/6tpAPeuuqbVnYWWPoOLEDLSBU7a.jpg,2025-11-14,False,False,6.594,272
274,False,/ySHUoK4utUOiSfCinw81H1TsV0E.jpg,"[878, 28, 27]",1241470,Osiris,en,Osiris,"Special Forces commandos on a mission are abducted mid-operation by a mysterious spacecraft. Upon waking aboard, they find themselves prey to a relentless alien race in a fight for survival.",10.4045,/3YtZHtXPNG5AleisgEatEfZOT2w.jpg,2025-07-25,False,False,6.108,255
275,False,/2TPoqmatGDfBOiRxqNoL11ncCJe.jpg,"[27, 53]",1111873,Abigail,en,Abigail,"A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.",10.3794,/5gKKSoD3iezjoL7YqZONjmyAiRA.jpg,2024-04-16,False,False,6.665,2074
276,False,/y0LhmaMYpFkIfrUlOpJYTVMH2eA.jpg,[18],592695,Pleasure,sv,Pleasure,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",10.3635,/TcOsu6iO5prSJbDn9oIQgIW655.jpg,2021-10-08,False,False,6.264,788
277,False,/rMvPXy8PUjj1o8o1pzgQbdNCsvj.jpg,"[28, 12, 53]",299054,Expend4bles,en,Expend4bles,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",10.3475,/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,2023-09-15,False,False,6.071,1882
278,False,/p26c040MErns7DJYhisa1CpVB5i.jpg,"[27, 9648, 53]",423108,The Conjuring: The Devil Made Me Do It,en,The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",10.2876,/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,2021-05-25,False,False,7.352,6538
